Codigo;Descripcion_aperturas;Clasificador;Periodo;Indice_IPC;v_m_IPC;v_i_a_IPC;Region
03.1;Prendas de vestir y materiales;Grupos;202201;665,2098;3,6;61,4;Noroeste
03.1;Prendas de vestir y materiales;Grupos;202201;582,4485;3;56,7;Cuyo
03.1;Prendas de vestir y materiales;Grupos;202201;585,5219;2,8;70,6;Patagonia
03.2;Calzado;Grupos;202201;596,0123;1,4;48,5;Pampeana
03.2;Calzado;Grupos;202201;515,0736;1,7;63,4;Noreste
03.2;Calzado;Grupos;202201;515,8189;2,8;55;Noroeste
03.2;Calzado;Grupos;202201;670,1101;2,5;66,5;Cuyo
03.2;Calzado;Grupos;202201;559,3322;4,5;63,8;Patagonia
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202201;382,9441;3,7;40,3;Pampeana
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202201;407,0838;0,8;38,3;Noreste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202201;380,736;5;42,5;Noroeste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202201;409,4427;5;46,5;Cuyo
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202201;387,3402;5,9;46,2;Patagonia
04.5;Electricidad, gas y otros combustibles;Grupos;202201;508,4276;0,1;3,7;Pampeana
04.5;Electricidad, gas y otros combustibles;Grupos;202201;557,7922;3;30;Noreste
04.5;Electricidad, gas y otros combustibles;Grupos;202201;651,7087;0,2;19,5;Noroeste
04.5;Electricidad, gas y otros combustibles;Grupos;202201;595,5151;-0,1;7,7;Cuyo
04.5;Electricidad, gas y otros combustibles;Grupos;202201;658,331;0,9;21,5;Patagonia
05.6;Bienes y servicios para la conservación del hogar;Grupos;202201;520,6434;2,8;49;Pampeana
05.6;Bienes y servicios para la conservación del hogar;Grupos;202201;531,6419;2,9;48,5;Noreste
05.6;Bienes y servicios para la conservación del hogar;Grupos;202201;532,0424;3,5;47,6;Noroeste
05.6;Bienes y servicios para la conservación del hogar;Grupos;202201;513,0975;3,3;47,4;Cuyo
05.6;Bienes y servicios para la conservación del hogar;Grupos;202201;508,3971;2,4;47,1;Patagonia
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202201;831,1551;2,7;53,1;Pampeana
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202201;816,2773;2,9;52,4;Noreste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202201;821,8218;2,8;53,4;Noroeste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202201;812,891;2,4;52,3;Cuyo
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202201;831,731;2,2;50,6;Patagonia
07.1;Adquisición de vehículos;Grupos;202201;1052,246;5,8;75,7;Pampeana
07.1;Adquisición de vehículos;Grupos;202201;1056,387;4,4;84;Noreste
07.1;Adquisición de vehículos;Grupos;202201;1025,063;5,2;75,3;Noroeste
07.1;Adquisición de vehículos;Grupos;202201;1152,788;5,6;91,9;Cuyo
07.1;Adquisición de vehículos;Grupos;202201;1079,178;6,5;85,8;Patagonia
07.2;Funcionamiento de equipos de transporte personal;Grupos;202201;563,8417;1,9;42,2;Pampeana
07.2;Funcionamiento de equipos de transporte personal;Grupos;202201;562,7937;1,3;35,9;Noreste
07.2;Funcionamiento de equipos de transporte personal;Grupos;202201;570,5344;1,7;44,2;Noroeste
07.2;Funcionamiento de equipos de transporte personal;Grupos;202201;592,0377;1,9;48,2;Cuyo
07.2;Funcionamiento de equipos de transporte personal;Grupos;202201;613,6052;0,6;34,8;Patagonia
07.3;Transporte público;Grupos;202201;544,0109;2,1;46,3;Pampeana
07.3;Transporte público;Grupos;202201;546,6944;4;42,7;Noreste
07.3;Transporte público;Grupos;202201;453,8807;1,4;34,7;Noroeste
07.3;Transporte público;Grupos;202201;546,3742;1,6;26,8;Cuyo
07.3;Transporte público;Grupos;202201;472,1203;-0,3;42,5;Patagonia
08.3;Servicios de telefonía e internet;Grupos;202201;524,5064;6,4;25,7;Pampeana
08.3;Servicios de telefonía e internet;Grupos;202201;510,6001;7,8;32,5;Noreste
08.3;Servicios de telefonía e internet;Grupos;202201;550,71;6,9;26,4;Noroeste
08.3;Servicios de telefonía e internet;Grupos;202201;489,6713;7,9;27,1;Cuyo
08.3;Servicios de telefonía e internet;Grupos;202201;485,0585;6,5;28,9;Patagonia
09.4;Servicios recreativos y culturales;Grupos;202201;499,3506;-0,1;36,8;Pampeana
09.4;Servicios recreativos y culturales;Grupos;202201;438,21;2,7;32,7;Noreste
09.4;Servicios recreativos y culturales;Grupos;202201;520,4599;2,5;35,9;Noroeste
09.4;Servicios recreativos y culturales;Grupos;202201;480,6199;8,3;43,6;Cuyo
09.4;Servicios recreativos y culturales;Grupos;202201;467,885;2,8;42,5;Patagonia
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;202201;589,5721;2,5;54;Pampeana
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;202201;669,057;2,8;57,4;Noreste
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;202201;590,606;3,9;59,7;Noroeste
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;202201;629,903;5,4;53,5;Cuyo
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;202201;563,3124;3,4;51,1;Patagonia
11.1;Restaurantes y comidas fuera del hogar;Grupos;202201;592,8312;3,5;61,9;Pampeana
11.1;Restaurantes y comidas fuera del hogar;Grupos;202201;616,8197;4,5;67,5;Noreste
04.1.1;Alquiler de la vivienda;Clase;202202;423,5777;4,4;40,3;Noreste
04.1.1;Alquiler de la vivienda;Clase;202202;380,3905;0,8;41,1;Noroeste
04.1.1;Alquiler de la vivienda;Clase;202202;433,0881;6,1;50,9;Cuyo
04.1.1;Alquiler de la vivienda;Clase;202202;397,6212;3;47,9;Patagonia
06.4.1;Gastos de prepagas;Clase;202202;540,5674;0,7;61,9;Pampeana
06.4.1;Gastos de prepagas;Clase;202202;511,3641;0;45,8;Noreste
06.4.1;Gastos de prepagas;Clase;202202;507,7055;1,2;52,7;Noroeste
06.4.1;Gastos de prepagas;Clase;202202;547,2997;-0,1;64,4;Cuyo
06.4.1;Gastos de prepagas;Clase;202202;566,7266;2,6;57,1;Patagonia
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202202;577,4786;8,2;40,9;Pampeana
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202202;569,1495;9;33;Noreste
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202202;565,1838;7,3;39,9;Noroeste
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202202;578,2996;7,6;43,8;Cuyo
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202202;637,6487;8,8;35;Patagonia
01.1.2;Carnes y derivados;Clase;202204;904,8435;5,8;61,6;Noreste
01.1.2;Carnes y derivados;Clase;202204;901,6554;7,4;66,8;Noroeste
01.1.2;Carnes y derivados;Clase;202204;886,6652;6,6;62,9;Cuyo
01.1.2;Carnes y derivados;Clase;202204;775,4568;7,7;69,3;Patagonia
01.1.4;Leche, productos lácteos y huevos;Clase;202204;756,86;6,8;59,5;Pampeana
01.1.4;Leche, productos lácteos y huevos;Clase;202204;810,4923;8,2;63,4;Noreste
01.1.4;Leche, productos lácteos y huevos;Clase;202204;788,6846;6,8;60,8;Noroeste
0;Nivel general;Nivel general y divisiones COICOP;202207;845,0397;8;71;Patagonia
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202207;911,6162;6,1;69,6;Pampeana
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202207;959,1709;6,6;73;Noreste
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202207;922,745;5,5;71,7;Noroeste
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202207;943,4856;6;69,5;Cuyo
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202207;862,1406;7,3;73,4;Patagonia
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;202207;674,1781;6,7;62,7;Pampeana
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;202207;721,1425;6,2;69,7;Noreste
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;202207;678,6424;6,1;60,3;Noroeste
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;202207;670,1352;5,9;59,7;Cuyo
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;202207;655,7404;5,3;56,6;Patagonia
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;202207;964,7139;9,1;94,4;Pampeana
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;202207;867,8324;9,8;91,3;Noreste
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;202207;919,2578;10,1;92,2;Noroeste
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;202207;916,4142;9;87,8;Cuyo
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;202207;918,1547;11,7;97,6;Patagonia
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;202207;619,2385;4;43,8;Pampeana
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;202207;750,7772;5,5;66,5;Noreste
03.2;Calzado;Grupos;202209;895,8136;8,6;102,9;Noreste
03.2;Calzado;Grupos;202209;903,1437;10,3;97,1;Noroeste
03.2;Calzado;Grupos;202209;1212,671;10,2;106,2;Cuyo
03.2;Calzado;Grupos;202209;1013,716;5,5;108,7;Patagonia
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202209;526,5039;3,4;57,3;Pampeana
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202209;583,2134;4,3;55,6;Noreste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202209;507,0739;3,5;47,9;Noroeste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202209;569,6994;5,2;58,9;Cuyo
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202209;503,5174;1,1;46,3;Patagonia
04.5;Electricidad, gas y otros combustibles;Grupos;202209;719,929;2,4;45,8;Pampeana
04.5;Electricidad, gas y otros combustibles;Grupos;202209;1084,943;16,4;111,9;Noreste
04.5;Electricidad, gas y otros combustibles;Grupos;202209;1054,859;1,6;69,7;Noroeste
04.5;Electricidad, gas y otros combustibles;Grupos;202209;876,326;2,9;58,4;Cuyo
05.6;Bienes y servicios para la conservación del hogar;Grupos;202212;1014,106;5,3;104,3;Patagonia
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202212;1539,6;5,6;90,2;Pampeana
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202212;1533,011;5,2;93,2;Noreste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202212;1526,473;6,1;91;Noroeste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202212;1518,431;5,4;91,4;Cuyo
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202212;1556,447;6;91,2;Patagonia
07.1;Adquisición de vehículos;Grupos;202212;1797,582;4,2;80,7;Pampeana
07.1;Adquisición de vehículos;Grupos;202212;1799,457;4,9;77,9;Noreste
07.1;Adquisición de vehículos;Grupos;202212;1854,666;5,4;90,3;Noroeste
07.1;Adquisición de vehículos;Grupos;202212;1969,963;4,3;80,5;Cuyo
07.1;Adquisición de vehículos;Grupos;202212;1835,453;3,7;81,2;Patagonia
07.2;Funcionamiento de equipos de transporte personal;Grupos;202212;1134,487;7,1;105;Pampeana
07.2;Funcionamiento de equipos de transporte personal;Grupos;202212;1178,814;7;112,2;Noreste
07.2;Funcionamiento de equipos de transporte personal;Grupos;202212;1078,834;6,9;92,3;Noroeste
07.2;Funcionamiento de equipos de transporte personal;Grupos;202212;1169,36;8,1;101,2;Cuyo
07.2;Funcionamiento de equipos de transporte personal;Grupos;202212;1167,434;6,8;91,4;Patagonia
07.3;Transporte público;Grupos;202212;950,9838;8,5;78,5;Pampeana
07.3;Transporte público;Grupos;202212;1002,909;7,9;90,7;Noreste
07.3;Transporte público;Grupos;202212;817,14;5,6;82,5;Noroeste
07.3;Transporte público;Grupos;202212;1083,501;18,6;101,5;Cuyo
07.3;Transporte público;Grupos;202212;834,1497;5,8;76,1;Patagonia
08.3;Servicios de telefonía e internet;Grupos;202212;819,1596;3,5;66,3;Pampeana
08.3;Servicios de telefonía e internet;Grupos;202212;786,1816;3,5;66;Noreste
08.3;Servicios de telefonía e internet;Grupos;202212;860,7774;5,9;67,2;Noroeste
08.3;Servicios de telefonía e internet;Grupos;202212;798,1209;6,2;75,8;Cuyo
08.3;Servicios de telefonía e internet;Grupos;202212;749,4527;3,6;64,6;Patagonia
09.4;Servicios recreativos y culturales;Grupos;202212;830,8045;8;66,2;Pampeana
09.4;Servicios recreativos y culturales;Grupos;202212;720,5947;13,5;68,9;Noreste
09.4;Servicios recreativos y culturales;Grupos;202212;915,2617;5,3;80,2;Noroeste
09.4;Servicios recreativos y culturales;Grupos;202212;827,2908;3;86,4;Cuyo
07.1;Adquisición de vehículos;Grupos;202302;2051,237;5,7;85,2;Patagonia
07.2;Funcionamiento de equipos de transporte personal;Grupos;202302;1238,542;4,8;103,3;Pampeana
07.2;Funcionamiento de equipos de transporte personal;Grupos;202302;1293,703;5,5;112,6;Noreste
07.2;Funcionamiento de equipos de transporte personal;Grupos;202302;1186,216;6,2;94,7;Noroeste
07.2;Funcionamiento de equipos de transporte personal;Grupos;202302;1284,665;5,6;103;Cuyo
07.2;Funcionamiento de equipos de transporte personal;Grupos;202302;1277,225;4,8;93,1;Patagonia
07.3;Transporte público;Grupos;202302;1091,381;2,5;96;Pampeana
07.3;Transporte público;Grupos;202302;1226,523;13,9;123,8;Noreste
07.3;Transporte público;Grupos;202302;884,8833;3;90,3;Noroeste
07.3;Transporte público;Grupos;202302;1259,399;2,2;120,7;Cuyo
07.3;Transporte público;Grupos;202302;941,7328;1,7;81,7;Patagonia
08.3;Servicios de telefonía e internet;Grupos;202302;958,9392;8,9;81;Pampeana
08.3;Servicios de telefonía e internet;Grupos;202302;916,4282;8,5;77,5;Noreste
08.3;Servicios de telefonía e internet;Grupos;202302;998,6245;5,9;79,2;Noroeste
08.3;Servicios de telefonía e internet;Grupos;202302;908,5102;5,4;80,8;Cuyo
08.3;Servicios de telefonía e internet;Grupos;202302;846,386;2,8;73,9;Patagonia
09.4;Servicios recreativos y culturales;Grupos;202302;934,6075;7,5;83,5;Pampeana
09.4;Servicios recreativos y culturales;Grupos;202302;766,6311;2;70,7;Noreste
09.4;Servicios recreativos y culturales;Grupos;202302;1132,736;15,4;108,5;Noroeste
09.4;Servicios recreativos y culturales;Grupos;202302;937,6007;5,1;90,6;Cuyo
09.4;Servicios recreativos y culturales;Grupos;202302;933,7502;7,3;88,2;Patagonia
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;202302;1321,049;7,1;118,6;Pampeana
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;202302;1565,223;9,7;120,1;Noreste
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;202302;1442,646;9,3;130,6;Noroeste
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;202302;1416,915;7,3;110;Cuyo
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;202302;1306,192;7;117,2;Patagonia
11.1;Restaurantes y comidas fuera del hogar;Grupos;202302;1328,429;7,1;117;Pampeana
11.1;Restaurantes y comidas fuera del hogar;Grupos;202302;1387,279;10,2;115,2;Noreste
11.1;Restaurantes y comidas fuera del hogar;Grupos;202302;1450,672;7,7;117,4;Noroeste
11.1;Restaurantes y comidas fuera del hogar;Grupos;202302;1509,188;10,4;116;Cuyo
11.1;Restaurantes y comidas fuera del hogar;Grupos;202302;1308,079;7,1;128,6;Patagonia
12.1;Cuidado personal;Grupos;202302;1170,587;6,4;106,5;Pampeana
12.1;Cuidado personal;Grupos;202302;1231,785;6,5;112,2;Noreste
12.1;Cuidado personal;Grupos;202302;1152,621;5,6;105,7;Noroeste
12.1;Cuidado personal;Grupos;202302;1167,433;5,9;107,1;Cuyo
12.1;Cuidado personal;Grupos;202302;1143,556;4;107,7;Patagonia
01.1.1;Pan y cereales;Clase;202302;1335,923;5,5;112,1;Pampeana
01.1.1;Pan y cereales;Clase;202302;1329,081;6;119,9;Noreste
01.1.1;Pan y cereales;Clase;202302;1330,463;7,9;121,8;Noroeste
01.1.1;Pan y cereales;Clase;202302;1370,533;5,5;114,6;Cuyo
01.1.1;Pan y cereales;Clase;202302;1241,28;5,8;111,1;Patagonia
01.1.2;Carnes y derivados;Clase;202302;1394,1;18,1;87;Pampeana
01.1.2;Carnes y derivados;Clase;202302;1461,985;17,1;82,8;Noreste
01.1.2;Carnes y derivados;Clase;202302;1419,389;20;85,4;Noroeste
01.1.2;Carnes y derivados;Clase;202302;1403,136;22,8;84,3;Cuyo
01.1.2;Carnes y derivados;Clase;202302;1260,547;13,8;95,2;Patagonia
01.1.4;Leche, productos lácteos y huevos;Clase;202302;1357,63;6,9;107,6;Pampeana
01.1.4;Leche, productos lácteos y huevos;Clase;202302;1432,471;9,5;108,2;Noreste
01.1.4;Leche, productos lácteos y huevos;Clase;202302;1387,565;8,2;104,6;Noroeste
01.1.4;Leche, productos lácteos y huevos;Clase;202302;1452,021;7,8;105;Cuyo
01.1.4;Leche, productos lácteos y huevos;Clase;202302;1357,036;6,1;106,4;Patagonia
0;Nivel general;Nivel general y divisiones COICOP;202306;1740,6;5,3;110,2;Cuyo
0;Nivel general;Nivel general y divisiones COICOP;202306;1655,18;6,8;111,6;Patagonia
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202306;1859,876;4,2;116,4;Pampeana
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202306;1927,31;6;114,1;Noreste
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202306;1875,15;5,1;114,3;Noroeste
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202306;1902,031;4,2;113,7;Cuyo
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202306;1732,409;5,7;115,6;Patagonia
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;202306;1371,869;4,4;117,2;Pampeana
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;202306;1519,169;5,1;123,8;Noreste
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;202306;1387,048;5;116,8;Noroeste
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;202306;1337,517;3,9;111,3;Cuyo
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;202306;1306,156;4,1;109,8;Patagonia
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;202306;1951,289;4,8;120,6;Pampeana
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;202306;1742,281;3,6;120,4;Noreste
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;202306;1881,006;5,6;125,3;Noroeste
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;202306;1761,505;4,2;109,5;Cuyo
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;202306;1799,977;5,6;119;Patagonia
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;202306;1227,726;5,5;106,2;Pampeana
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;202306;1659,443;15;133,2;Noreste
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;202306;1616,943;19,7;118,2;Noroeste
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;202306;1366,497;3,4;102,5;Cuyo
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;202306;1364,873;13,7;102,1;Patagonia
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;202306;1694,084;7,7;121,4;Pampeana
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;202306;1742,085;7,6;127,9;Noreste
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;202306;1687,246;7,7;125;Noroeste
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;202306;1699,832;7,1;119,7;Cuyo
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;202306;1683,742;7,3;118;Patagonia
06;Salud;Nivel general y divisiones COICOP;202306;1902,486;8,5;105,8;Pampeana
06;Salud;Nivel general y divisiones COICOP;202306;1965,563;8,5;104,8;Noreste
06;Salud;Nivel general y divisiones COICOP;202306;1915,646;9,4;106,7;Noroeste
06;Salud;Nivel general y divisiones COICOP;202306;2008,971;9,5;107,9;Cuyo
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202307;1510,795;6,7;86,9;Pampeana
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202307;1537,419;6,7;97,3;Noreste
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202307;1412,409;6,5;89,5;Noroeste
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202307;1520,921;7,7;90,7;Cuyo
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202307;1591,816;6,8;92,7;Patagonia
0;Nivel general;Nivel general y divisiones COICOP;202307;1789,428;6,2;114,6;GBA
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202307;1941,668;6;118,6;GBA
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;202307;1465,775;8,7;118,3;GBA
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;202307;2146,478;2,6;113;GBA
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;202307;1359,47;3,6;115;GBA
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;202307;1845,96;5,9;113,5;GBA
06;Salud;Nivel general y divisiones COICOP;202307;1841,495;8,3;105,7;GBA
07;Transporte;Nivel general y divisiones COICOP;202307;1636,961;3,9;104,7;GBA
08;Comunicación;Nivel general y divisiones COICOP;202307;1389,74;12,6;120,4;GBA
09;Recreación y cultura;Nivel general y divisiones COICOP;202307;1774,182;12,3;112,8;GBA
10;Educación;Nivel general y divisiones COICOP;202307;1653,536;7,2;113,9;GBA
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202307;2002,074;6,8;122,9;GBA
12;Bienes y servicios varios;Nivel general y divisiones COICOP;202307;1579,88;6,5;117,5;GBA
01.1;Alimentos;Grupos;202307;1997,186;5,7;117,8;GBA
01.2;Bebidas no alcohólicas;Grupos;202307;1578,104;8,1;125,8;GBA
02.1;Bebidas alcohólicas;Grupos;202307;1647,868;7,9;128,7;GBA
02.2;Tabaco;Grupos;202307;1326,122;9,5;109,2;GBA
03.1;Prendas de vestir y materiales;Grupos;202307;2247,18;2,2;115,7;GBA
03.2;Calzado;Grupos;202307;1849,863;4;103,8;GBA
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202307;1044,367;5,3;86,4;GBA
04.3;Mantenimiento y reparación de la vivienda;Grupos;202307;2145,371;6,7;112,6;GBA
04.5;Electricidad, gas y otros combustibles;Grupos;202307;1906,151;0,4;160,7;GBA
05.6;Bienes y servicios para la conservación del hogar;Grupos;202307;1563,139;5,4;111,9;GBA
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202307;2415,791;9,2;114,2;GBA
07.1;Adquisición de vehículos;Grupos;202307;2750,2;2,5;106,7;GBA
07.2;Funcionamiento de equipos de transporte personal;Grupos;202307;1517,403;6,1;89,3;GBA
07.3;Transporte público;Grupos;202307;1100,603;2,3;134,3;GBA
08.3;Servicios de telefonía e internet;Grupos;202307;1357,344;12,1;119,3;GBA
09.1;Equipos audiovisuales, fotográficos y de procesamiento de la información;Grupos;202307;1759,432;10,8;106,1;GBA
09.4;Servicios recreativos y culturales;Grupos;202307;1493,232;9,3;109,2;GBA
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;202307;2003,854;10,7;143,1;GBA
11.1;Restaurantes y comidas fuera del hogar;Grupos;202307;1989,035;6,1;124,7;GBA
12.1;Cuidado personal;Grupos;202307;1604,268;6,7;111,6;GBA
01.1.1;Pan y cereales;Clase;202307;1911,784;7,4;121,9;GBA
01.1.2;Carnes y derivados;Clase;202307;1812,85;3,1;87,2;GBA
01.1.4;Leche, productos lácteos y huevos;Clase;202307;2210,954;7,8;141,1;GBA
01.1.5;Aceites, grasas y manteca;Clase;202307;1751,597;4;96;GBA
01.1.6;Frutas;Clase;202307;2046,115;5,6;145,7;GBA
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202309;3132,305;7,8;153;GBA
07.1;Adquisición de vehículos;Grupos;202309;3396,401;11,4;121,7;GBA
07.2;Funcionamiento de equipos de transporte personal;Grupos;202309;1860,331;10,3;106,9;GBA
07.3;Transporte público;Grupos;202309;1226,473;7,6;112,9;GBA
08.3;Servicios de telefonía e internet;Grupos;202309;1542,125;8,5;135,7;GBA
09.1;Equipos audiovisuales, fotográficos y de procesamiento de la información;Grupos;202309;2509,446;22,3;166,3;GBA
09.4;Servicios recreativos y culturales;Grupos;202309;1835,664;12,4;141,4;GBA
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;202309;2604,773;13,7;160,5;GBA
11.1;Restaurantes y comidas fuera del hogar;Grupos;202309;2563,012;14,1;159,4;GBA
12.1;Cuidado personal;Grupos;202309;1961,673;12,7;122,5;GBA
01.1.1;Pan y cereales;Clase;202309;2404,631;12,7;146,7;GBA
01.1.2;Carnes y derivados;Clase;202309;2638,727;15,9;153;GBA
01.1.4;Leche, productos lácteos y huevos;Clase;202309;2603,829;8,8;142,5;GBA
01.1.5;Aceites, grasas y manteca;Clase;202309;2199,031;16,4;96,9;GBA
01.1.6;Frutas;Clase;202309;2856,498;25,6;195,2;GBA
01.1.7;Verduras, tubérculos y legumbres;Clase;202309;3057,286;6,7;143,2;GBA
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202309;2685,619;15;173,1;GBA
01.2.1;Café, té, yerba y cacao;Clase;202309;2533,65;11,5;126,8;GBA
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202309;1721,246;13,2;147,8;GBA
04.1.1;Alquiler de la vivienda;Clase;202309;1183,278;6;94,8;GBA
06.4.1;Gastos de prepagas;Clase;202309;1727,458;7,2;111,6;GBA
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202309;1623,297;9,4;98,7;GBA
0;Nivel general;Nivel general y divisiones COICOP;202310;2523,583;8,3;142,8;Pampeana
0;Nivel general;Nivel general y divisiones COICOP;202310;2620,903;7,4;141,6;Noreste
0;Nivel general;Nivel general y divisiones COICOP;202310;2589,815;7,7;144,2;Noroeste
0;Nivel general;Nivel general y divisiones COICOP;202310;2536,767;7,4;138,5;Cuyo
0;Nivel general;Nivel general y divisiones COICOP;202310;2467,388;8,2;142,5;Patagonia
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202310;2797,778;7;153,9;Pampeana
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202310;2902,853;5,8;149,1;Noreste
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202310;2834,479;6,9;157,9;Noroeste
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202310;2887,987;6,9;152,9;Cuyo
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202310;2662,229;7,4;152,8;Patagonia
